Date_Cleaned,Asset_ID,Equipment_Type,Client_Name,Deployment_Location,Daily_Rate_NGN,Running_Hours,Fuel_Liters,Status,Maintenance_Priority
2024-01-10,NSP-2104,Towing Winch,Shell (SPDC),Milaha Barge,978000.0,198.94,368.88,Awaiting Repair,Normal
2025-01-13,NSP-9752,VideoRay Pro 4 ROV,ExxonMobil,Forcados Terminal,666.0,131.59,120.84,Standby,Normal
2024-06-15,NSP-5173,Cargo Basket,Chevron,Onne FOT,2067.0,146.33287234042555,402.27,In Maintenance,Normal
2024-06-15,NSP-2855,Rhino Boat,TotalEnergies,Escravos,4422.0,33.36,267.12,Awaiting Repair,Normal
2024-02-12,NSP-4277,Towing Winch,TotalEnergies,Milaha Barge,951.0,217.49,275.07,Awaiting Repair,Normal
2024-06-27,NSP-8236,Offshore Trash Skip,TotalEnergies,Onne FOT,918000.0,131.67,243.7,In Maintenance,Normal
2024-01-19,NSP-7358,VideoRay Pro 4 ROV,TotalEnergies,Offshore Rig Alpha,4561.0,85.99,352.2,Deployed,Normal
2024-06-15,NSP-2988,VideoRay Pro 5 ROV,Chevron,Milaha Barge,0.0,83.58,101.0,Awaiting Repair,Normal
2024-06-08,NSP-2518,Air Compressor 800cfm,ExxonMobil,Escravos,707.0,153.87,114.8,Deployed,Normal
2024-06-15,NSP-6178,Offshore Trash Skip,ExxonMobil,Milaha Barge,3349.0,67.25,312.6,Deployed,Normal
2024-03-23,NSP-9475,Towing Winch,Shell (SPDC),Onne FOT,3494.0,256.83,365.5,Deployed,Normal
2024-10-31,NSP-4490,Offshore Trash Skip,ExxonMobil,Escravos,3991.0,108.43,274.1,Deployed,Normal
2024-06-15,NSP-5017,Offshore Trash Skip,ExxonMobil,Forcados Terminal,572.0,184.88,296.1,Awaiting Repair,Normal
2024-06-15,NSP-2526,Offshore Trash Skip,Chevron,Milaha Barge,3284.0,235.25,352.98,In Maintenance,Normal
2024-06-15,NSP-7864,Rhino Boat,Shell (SPDC),Forcados Terminal,2493.0,134.96,181.2,In Maintenance,Normal
2024-10-21,NSP-6738,VideoRay Pro 4 ROV,Indigenous Oil Co,Bonny Island,2373.0,83.07,242.4,In Maintenance,Normal
2024-06-15,NSP-4074,Cargo Basket,Chevron,Onne FOT,4851.0,146.33287234042555,144.69,Deployed,Normal
2024-06-15,NSP-3330,Sub Sea ROV M8,Chevron,Onne FOT,2568.0,139.55,53.6,Deployed,Normal
2024-06-15,NSP-8024,Rhino Boat,Indigenous Oil Co,Forcados Terminal,3091.0,213.4,217.83,Deployed,Normal
2024-06-15,NSP-2700,Air Compressor 800cfm,Indigenous Oil Co,Offshore Rig Alpha,3177.0,124.51,55.65,Awaiting Repair,Normal
2024-02-14,NSP-8081,Air Compressor 800cfm,TotalEnergies,Offshore Rig Alpha,984.0,46.3,87.45,In Maintenance,Normal
2024-06-15,NSP-6628,VideoRay Pro 5 ROV,Shell (SPDC),Onne FOT,4111.0,109.23,387.2,In Maintenance,Normal
2024-07-13,NSP-1238,Rhino Boat,Indigenous Oil Co,Onne FOT,948.0,105.04,308.46,Deployed,Normal
2024-06-15,NSP-7314,Rhino Boat,Shell (SPDC),Escravos,6999000.0,204.62,399.4,Deployed,Normal
2024-01-29,NSP-7773,Cargo Basket,Shell (SPDC),Offshore Rig Alpha,4393.0,185.8,419.6,Deployed,Normal
2024-06-15,NSP-5780,Sub Sea ROV M8,Chevron,Milaha Barge,2604.0,136.21,484.95,Deployed,Normal
2024-06-15,NSP-7003,Cargo Basket,TotalEnergies,Milaha Barge,502.0,146.33287234042555,216.3,Standby,Normal
2024-12-12,NSP-3854,VideoRay Pro 5 ROV,Chevron,Bonny Island,1170.0,113.29,312.7,Deployed,Normal
2024-06-15,NSP-9995,Air Compressor 800cfm,Chevron,Forcados Terminal,3442.0,154.1,391.4,Deployed,Normal
2024-11-27,NSP-4801,120kva Generator,Chevron,Milaha Barge,1115.0,131.47,278.25,Awaiting Repair,Normal
2024-10-05,NSP-7111,VideoRay Pro 4 ROV,ExxonMobil,Forcados Terminal,4377.0,79.72,151.3,In Maintenance,Normal
2024-06-15,NSP-3581,120kva Generator,Indigenous Oil Co,Forcados Terminal,1474.0,186.97,147.8,Awaiting Repair,Normal
2024-06-15,NSP-5172,Rhino Boat,Chevron,Milaha Barge,4259.0,190.82,196.4,Awaiting Repair,Normal
2024-06-30,NSP-7396,120kva Generator,Indigenous Oil Co,Onne FOT,3847.0,146.63626666666667,259.6,Standby,Normal
2024-05-07,NSP-4839,Pipe Tracker,TotalEnergies,Milaha Barge,0.0,202.09,367.8,Standby,Normal
2024-07-15,NSP-7039,Cargo Basket,TotalEnergies,Offshore Rig Alpha,567.0,238.44,153.0,In Maintenance,Normal
2024-06-15,NSP-5383,Sub Sea ROV M8,TotalEnergies,Forcados Terminal,3327.0,125.39,473.0,In Maintenance,Normal
2024-06-30,NSP-7982,Rhino Boat,ExxonMobil,Onne FOT,0.0,152.66852631578945,299.6,Standby,Normal
2024-08-01,NSP-2141,VideoRay Pro 4 ROV,ExxonMobil,Offshore Rig Alpha,6007500.0,152.7,364.8,In Maintenance,Normal
2024-07-02,NSP-8129,VideoRay Pro 5 ROV,Shell (SPDC),Bonny Island,0.0,129.03,365.7,Awaiting Repair,Normal
2024-06-15,NSP-3259,Air Compressor 800cfm,Indigenous Oil Co,Milaha Barge,1454.0,162.45,178.9,Deployed,Normal
2024-04-28,NSP-7065,Rhino Boat,ExxonMobil,Milaha Barge,2076000.0,167.15,88.3,In Maintenance,Normal
2024-02-19,NSP-7026,Rhino Boat,Indigenous Oil Co,Offshore Rig Alpha,3655.0,165.42,248.04,Awaiting Repair,Normal
2024-06-15,NSP-8542,VideoRay Pro 4 ROV,TotalEnergies,Bonny Island,2304000.0,131.03,438.84,In Maintenance,Normal
2024-07-10,NSP-8657,Cargo Basket,Shell (SPDC),Milaha Barge,2443.0,166.6,87.0,Deployed,Normal
2024-09-21,NSP-8124,Towing Winch,Chevron,Forcados Terminal,3942.0,158.7,473.82,Awaiting Repair,Normal
2024-06-15,NSP-3535,120kva Generator,Indigenous Oil Co,Forcados Terminal,726.0,98.05,237.3,Deployed,Normal
2024-12-25,NSP-9411,Towing Winch,Indigenous Oil Co,Offshore Rig Alpha,769.0,45.17,113.6,Standby,Normal
2024-08-24,NSP-1698,VideoRay Pro 5 ROV,ExxonMobil,Onne FOT,2794.0,193.19,409.0,Standby,Normal
2024-11-09,NSP-9467,Offshore Trash Skip,ExxonMobil,Forcados Terminal,2834.0,160.23901408450706,441.8,Deployed,Normal
2024-06-15,NSP-9347,VideoRay Pro 4 ROV,Shell (SPDC),Forcados Terminal,4704.0,105.67,403.6,Awaiting Repair,Normal
2024-09-02,NSP-7771,VideoRay Pro 4 ROV,Shell (SPDC),Bonny Island,4608.0,151.22969924812028,142.0,In Maintenance,Normal
2024-06-15,NSP-4871,Offshore Trash Skip,ExxonMobil,Onne FOT,2348.0,169.15,61.2,Deployed,Normal
2024-06-15,NSP-5485,VideoRay Pro 4 ROV,Chevron,Offshore Rig Alpha,3613.0,166.25,354.8,Deployed,Normal
2024-06-15,NSP-9464,Towing Winch,TotalEnergies,Offshore Rig Alpha,2686.0,127.69,68.7,Awaiting Repair,Normal
2024-04-28,NSP-6869,Pipe Tracker,TotalEnergies,Bonny Island,4297.0,199.56,495.5,Deployed,Normal
2024-06-15,NSP-7797,VideoRay Pro 4 ROV,Indigenous Oil Co,Onne FOT,0.0,201.92,318.0,Standby,Normal
2024-06-15,NSP-2186,120kva Generator,ExxonMobil,Onne FOT,1805.0,122.22,473.7,Deployed,Normal
2024-06-23,NSP-5765,Air Compressor 800cfm,TotalEnergies,Milaha Barge,4735.0,106.42,171.72,Deployed,Normal
2024-04-25,NSP-8279,Sub Sea ROV M8,ExxonMobil,Bonny Island,6077999.999999999,188.79,225.6,Standby,Normal
2024-08-14,NSP-5287,Rhino Boat,Indigenous Oil Co,Milaha Barge,2486.0,218.6,87.45,Deployed,Normal
2024-06-15,NSP-1890,120kva Generator,Indigenous Oil Co,Forcados Terminal,1084.0,194.35,150.4,In Maintenance,Normal
2024-03-04,NSP-5647,Air Compressor 800cfm,Indigenous Oil Co,Onne FOT,0.0,155.55086956521737,361.4,Deployed,Normal
2024-06-30,NSP-5591,Sub Sea ROV M8,Indigenous Oil Co,Offshore Rig Alpha,4617.0,207.68,144.69,Standby,Normal
2024-06-15,NSP-8984,120kva Generator,Shell (SPDC),Milaha Barge,768.0,124.07,103.4,In Maintenance,Normal
2024-01-20,NSP-2003,120kva Generator,TotalEnergies,Onne FOT,1911.0,143.26,325.8,Standby,Normal
2024-06-15,NSP-8331,Cargo Basket,Indigenous Oil Co,Offshore Rig Alpha,2395.0,114.67,483.0,In Maintenance,Normal
2024-12-25,NSP-1961,Offshore Trash Skip,ExxonMobil,Escravos,1807.0,135.76,168.1,Standby,Normal
2024-06-15,NSP-7316,Pipe Tracker,Indigenous Oil Co,Offshore Rig Alpha,3801.0,118.43,379.2,In Maintenance,Normal
2024-06-15,NSP-4177,Air Compressor 800cfm,TotalEnergies,Escravos,3717.0,174.97,448.0,Deployed,Normal
2024-02-12,NSP-1972,Pipe Tracker,TotalEnergies,Milaha Barge,1225.0,135.97,222.0,Standby,Normal
2024-06-15,NSP-8415,VideoRay Pro 4 ROV,Shell (SPDC),Milaha Barge,2010000.0,114.25,238.5,In Maintenance,Normal
2024-11-09,NSP-7548,Air Compressor 800cfm,Indigenous Oil Co,Onne FOT,1548.0,98.57,155.82,Awaiting Repair,Normal
2024-06-15,NSP-9622,Towing Winch,Chevron,Bonny Island,5349000.0,132.06,55.1,Awaiting Repair,Normal
2024-09-02,NSP-3059,Cargo Basket,Indigenous Oil Co,Offshore Rig Alpha,2830.0,145.92,281.43,Standby,Normal
2024-09-09,NSP-1969,Rhino Boat,Indigenous Oil Co,Bonny Island,0.0,50.73,87.45,Awaiting Repair,Normal
2024-06-15,NSP-4969,Offshore Trash Skip,Chevron,Forcados Terminal,3592.0,119.5,117.66,In Maintenance,Normal
2024-12-25,NSP-9339,Air Compressor 800cfm,Shell (SPDC),Bonny Island,3998.0,99.89,158.2,In Maintenance,Normal
2024-12-08,NSP-2170,VideoRay Pro 4 ROV,Chevron,Offshore Rig Alpha,0.0,112.38,120.3,Standby,Normal
2024-06-12,NSP-1244,Pipe Tracker,TotalEnergies,Onne FOT,787.0,58.2,432.48,Standby,Normal
2024-06-15,NSP-7761,Cargo Basket,Chevron,Milaha Barge,2110500.0,110.78,182.85,Awaiting Repair,Normal
2024-01-19,NSP-6856,Rhino Boat,Indigenous Oil Co,Onne FOT,766500.0,152.66852631578945,258.8,In Maintenance,Normal
2024-06-15,NSP-8240,120kva Generator,ExxonMobil,Milaha Barge,4365000.0,132.8,317.4,Deployed,Normal
2024-06-15,NSP-3172,Offshore Trash Skip,Indigenous Oil Co,Milaha Barge,4916.0,264.7,229.0,In Maintenance,Normal
2024-06-15,NSP-5535,VideoRay Pro 5 ROV,Shell (SPDC),Onne FOT,7390500.0,143.64,377.1,Deployed,Normal
2024-01-18,NSP-8148,Pipe Tracker,Indigenous Oil Co,Offshore Rig Alpha,7077000.0,109.89,69.1,Awaiting Repair,Normal
2024-06-17,NSP-8454,VideoRay Pro 5 ROV,TotalEnergies,Onne FOT,4366.0,131.23,103.35,Awaiting Repair,Normal
2024-12-25,NSP-9832,Rhino Boat,ExxonMobil,Bonny Island,2838.0,127.81,494.49,Standby,Normal
2024-06-15,NSP-8493,120kva Generator,Indigenous Oil Co,Escravos,4103.0,209.75,187.6,Deployed,Normal
2024-11-06,NSP-6162,Offshore Trash Skip,TotalEnergies,Bonny Island,3644.0,183.98,188.4,Awaiting Repair,Normal
2024-06-15,NSP-7582,Cargo Basket,TotalEnergies,Milaha Barge,1423.0,204.84,489.0,In Maintenance,Normal
2024-10-20,NSP-8833,Pipe Tracker,ExxonMobil,Escravos,1441.0,94.82,83.6,Standby,Normal
2024-02-15,NSP-7448,Rhino Boat,Chevron,Escravos,1792.0,156.78,354.0,Awaiting Repair,Normal
2024-02-08,NSP-1272,Air Compressor 800cfm,TotalEnergies,Offshore Rig Alpha,1246.0,140.93,122.9,In Maintenance,Normal
2024-06-15,NSP-7360,Rhino Boat,Chevron,Offshore Rig Alpha,3165.0,125.28,228.6,Deployed,Normal
2024-06-17,NSP-9693,Cargo Basket,Chevron,Bonny Island,7464000.0,108.07,67.1,Deployed,Normal
2024-06-26,NSP-6275,Pipe Tracker,ExxonMobil,Forcados Terminal,1419.0,152.66779069767443,304.6,Awaiting Repair,Normal
2024-12-25,NSP-7365,Offshore Trash Skip,ExxonMobil,Milaha Barge,4122.0,160.23901408450706,264.6,In Maintenance,Normal
2024-09-09,NSP-8933,Cargo Basket,Indigenous Oil Co,Offshore Rig Alpha,4320.0,165.86,261.3,Deployed,Normal
2024-06-15,NSP-4956,120kva Generator,ExxonMobil,Offshore Rig Alpha,0.0,120.5,247.9,In Maintenance,Normal
2024-06-19,NSP-3181,120kva Generator,Chevron,Onne FOT,1390.0,192.21,299.6,Standby,Normal
2024-06-15,NSP-4854,Air Compressor 800cfm,Indigenous Oil Co,Escravos,1078500.0,174.95,426.8,Standby,Normal
2024-06-15,NSP-5270,Pipe Tracker,ExxonMobil,Escravos,3170.0,178.17,171.72,Deployed,Normal
2024-06-15,NSP-4440,Pipe Tracker,Shell (SPDC),Milaha Barge,4399.0,17.55,315.1,Awaiting Repair,Normal
2024-07-06,NSP-2819,Towing Winch,Chevron,Escravos,4362.0,217.58,114.2,Awaiting Repair,Normal
2024-06-15,NSP-6911,Rhino Boat,Indigenous Oil Co,Forcados Terminal,4706.0,132.42,68.6,Deployed,Normal
2024-04-27,NSP-4510,VideoRay Pro 5 ROV,TotalEnergies,Escravos,3807000.0,152.93,246.7,Standby,Normal
2024-01-26,NSP-3962,120kva Generator,ExxonMobil,Escravos,2251.0,120.13,239.0,Awaiting Repair,Normal
2024-06-25,NSP-7671,Cargo Basket,ExxonMobil,Escravos,626.0,203.9,283.8,Awaiting Repair,Normal
2024-06-15,NSP-2375,Air Compressor 800cfm,Indigenous Oil Co,Escravos,4680.0,62.3,378.9,In Maintenance,Normal
2024-12-08,NSP-2073,Towing Winch,ExxonMobil,Escravos,2382.0,95.24,61.3,In Maintenance,Normal
2024-01-09,NSP-9488,Towing Winch,TotalEnergies,Onne FOT,4891.0,130.09,319.7,Deployed,Normal
2024-03-15,NSP-2058,VideoRay Pro 5 ROV,Shell (SPDC),Bonny Island,0.0,119.4,213.06,Deployed,Normal
2024-06-15,NSP-2871,VideoRay Pro 5 ROV,ExxonMobil,Milaha Barge,2261.0,73.28,197.16,In Maintenance,Normal
2024-02-14,NSP-5476,Sub Sea ROV M8,Shell (SPDC),Bonny Island,3020999.9999999995,191.94,146.28,Standby,Normal
2024-04-18,NSP-7915,Cargo Basket,Chevron,Forcados Terminal,771.0,199.47,448.7,In Maintenance,Normal
2024-06-15,NSP-1548,Pipe Tracker,Chevron,Bonny Island,2460000.0,152.66779069767443,144.3,Awaiting Repair,Normal
2024-07-17,NSP-1798,120kva Generator,Chevron,Bonny Island,1290.0,139.87,448.38,Awaiting Repair,Normal
2024-09-05,NSP-9516,Cargo Basket,TotalEnergies,Offshore Rig Alpha,1629.0,113.01,143.0,Standby,Normal
2024-06-15,NSP-2167,Rhino Boat,TotalEnergies,Milaha Barge,3586.0,133.04,219.5,Awaiting Repair,Normal
2024-03-23,NSP-3181,VideoRay Pro 4 ROV,Indigenous Oil Co,Offshore Rig Alpha,1472.0,168.5,461.1,Deployed,Normal
2024-06-15,NSP-5922,Cargo Basket,TotalEnergies,Bonny Island,6079500.0,146.33287234042555,357.75,Awaiting Repair,Normal
2024-06-15,NSP-1615,Towing Winch,TotalEnergies,Onne FOT,3216.0,143.49,443.61,Standby,Normal
2024-06-15,NSP-6806,Towing Winch,TotalEnergies,Bonny Island,1189.0,138.52,491.6,In Maintenance,Normal
2024-09-09,NSP-7414,VideoRay Pro 4 ROV,Chevron,Bonny Island,6298500.0,53.24,71.2,Standby,Normal
2025-01-21,NSP-8265,Towing Winch,Chevron,Offshore Rig Alpha,851.0,155.44169811320754,165.0,Standby,Normal
2024-10-07,NSP-5435,Towing Winch,Indigenous Oil Co,Forcados Terminal,4987.0,156.54,441.1,Deployed,Normal
2024-09-28,NSP-7468,Cargo Basket,Indigenous Oil Co,Bonny Island,1438.0,154.22,318.2,Awaiting Repair,Normal
2024-04-14,NSP-3925,Rhino Boat,Shell (SPDC),Milaha Barge,0.0,232.56,429.7,Standby,Normal
2024-06-04,NSP-6583,Rhino Boat,Chevron,Milaha Barge,2672.0,222.78,66.0,In Maintenance,Normal
2024-04-22,NSP-1498,Rhino Boat,Chevron,Milaha Barge,3520.0,190.37,444.9,In Maintenance,Normal
2024-06-15,NSP-4199,VideoRay Pro 5 ROV,ExxonMobil,Escravos,4077.0,150.71500000000003,232.14,In Maintenance,Normal
2024-06-30,NSP-4605,VideoRay Pro 4 ROV,TotalEnergies,Bonny Island,6003000.0,151.22969924812028,150.8,In Maintenance,Normal
2024-02-11,NSP-2910,VideoRay Pro 4 ROV,TotalEnergies,Onne FOT,2659.0,206.28,462.1,Awaiting Repair,Normal
2024-04-23,NSP-1060,VideoRay Pro 4 ROV,Chevron,Bonny Island,6072000.0,90.04,381.6,Deployed,Normal
2024-06-15,NSP-5703,VideoRay Pro 4 ROV,TotalEnergies,Milaha Barge,1034.0,202.78,389.5,In Maintenance,Normal
2024-03-21,NSP-6398,120kva Generator,Chevron,Forcados Terminal,3420.0,150.52,89.4,Standby,Normal
2024-01-27,NSP-4791,VideoRay Pro 4 ROV,Indigenous Oil Co,Milaha Barge,3168.0,151.69,278.7,Standby,Normal
2024-08-12,NSP-4644,VideoRay Pro 5 ROV,ExxonMobil,Offshore Rig Alpha,3228.0,244.15,413.4,Standby,Normal
2024-03-30,NSP-1666,Offshore Trash Skip,ExxonMobil,Onne FOT,5502000.0,198.94,363.2,Awaiting Repair,Normal
2024-06-15,NSP-3121,Offshore Trash Skip,Shell (SPDC),Forcados Terminal,2560.0,160.23901408450706,360.5,Awaiting Repair,Normal
2024-06-14,NSP-4001,Rhino Boat,TotalEnergies,Forcados Terminal,2776.0,186.03,100.2,Deployed,Normal
2024-05-31,NSP-8505,VideoRay Pro 4 ROV,TotalEnergies,Bonny Island,995.0,120.64,449.97,Awaiting Repair,Normal
2024-06-15,NSP-7481,Towing Winch,Indigenous Oil Co,Escravos,654.0,165.09,204.0,In Maintenance,Normal
2024-01-10,NSP-9052,VideoRay Pro 4 ROV,ExxonMobil,Forcados Terminal,4267.0,158.78,213.5,In Maintenance,Normal
2024-02-18,NSP-5185,Cargo Basket,Shell (SPDC),Milaha Barge,643.0,216.27,387.2,Deployed,Normal
2024-06-15,NSP-4661,Offshore Trash Skip,Chevron,Bonny Island,4493.0,79.66,454.1,In Maintenance,Normal
2024-06-15,NSP-8489,Rhino Boat,ExxonMobil,Offshore Rig Alpha,1980.0,99.65,435.6,Awaiting Repair,Normal
2024-02-13,NSP-6190,120kva Generator,TotalEnergies,Offshore Rig Alpha,5890500.0,134.36,318.8,Awaiting Repair,Normal
2024-04-16,NSP-5500,Air Compressor 800cfm,Indigenous Oil Co,Onne FOT,642.0,165.72,138.33,Standby,Normal
2024-06-15,NSP-1882,Pipe Tracker,Shell (SPDC),Bonny Island,3325.0,241.91,73.8,Standby,Normal
2025-01-31,NSP-7795,Cargo Basket,Shell (SPDC),Milaha Barge,3703.0,168.28,197.8,Awaiting Repair,Normal
2024-03-05,NSP-8124,Offshore Trash Skip,Indigenous Oil Co,Bonny Island,2759.0,118.7,278.0,In Maintenance,Normal
2024-06-15,NSP-9084,Air Compressor 800cfm,Indigenous Oil Co,Onne FOT,1769.0,155.55086956521737,196.1,In Maintenance,Normal
2024-06-15,NSP-9216,VideoRay Pro 4 ROV,TotalEnergies,Milaha Barge,1255.0,124.79,277.2,Deployed,Normal
2024-06-15,NSP-1308,Air Compressor 800cfm,Chevron,Bonny Island,4164000.0,234.23,192.39,Deployed,Normal
2024-07-04,NSP-4381,Offshore Trash Skip,Shell (SPDC),Bonny Island,4379.0,242.19,181.26,Awaiting Repair,Normal
2025-01-26,NSP-2131,Towing Winch,ExxonMobil,Milaha Barge,3981.0,196.62,281.43,Deployed,Normal
2024-06-15,NSP-6636,Sub Sea ROV M8,TotalEnergies,Milaha Barge,0.0,129.24,410.22,Awaiting Repair,Normal
2024-06-29,NSP-7154,VideoRay Pro 5 ROV,ExxonMobil,Milaha Barge,1259.0,90.54,390.4,Deployed,Normal
2024-08-08,NSP-7964,VideoRay Pro 4 ROV,Chevron,Onne FOT,2459.0,202.7,493.6,Awaiting Repair,Normal
2024-06-15,NSP-2388,VideoRay Pro 4 ROV,Chevron,Offshore Rig Alpha,3071.0,104.54,134.1,Standby,Normal
2024-11-19,NSP-9412,VideoRay Pro 4 ROV,TotalEnergies,Offshore Rig Alpha,1723.0,151.22969924812028,156.0,Standby,Normal
2024-06-15,NSP-9417,VideoRay Pro 4 ROV,Shell (SPDC),Offshore Rig Alpha,4810.0,202.74,477.0,Awaiting Repair,Normal
2024-11-09,NSP-8952,VideoRay Pro 5 ROV,TotalEnergies,Escravos,3229.0,140.66,216.2,Awaiting Repair,Normal
2024-06-18,NSP-6287,Air Compressor 800cfm,TotalEnergies,Escravos,1418.0,155.55086956521737,361.3,In Maintenance,Normal
2024-06-15,NSP-1706,Cargo Basket,Shell (SPDC),Offshore Rig Alpha,3938.0,18.97,182.7,In Maintenance,Normal
2024-03-05,NSP-1402,Air Compressor 800cfm,Indigenous Oil Co,Milaha Barge,4434.0,122.78,276.2,In Maintenance,Normal
2024-06-15,NSP-5137,Offshore Trash Skip,Shell (SPDC),Forcados Terminal,6498000.0,196.57,204.4,Standby,Normal
2025-01-28,NSP-4129,120kva Generator,Shell (SPDC),Offshore Rig Alpha,3238.0,155.56,85.86,Standby,Normal
2024-10-22,NSP-5992,Pipe Tracker,Chevron,Escravos,945.0,168.87,225.1,Deployed,Normal
2024-06-15,NSP-2410,Air Compressor 800cfm,Chevron,Forcados Terminal,3033.0,162.18,175.6,Standby,Normal
2024-11-18,NSP-6616,120kva Generator,Shell (SPDC),Onne FOT,4846500.0,95.49,475.1,Deployed,Normal
2024-06-15,NSP-3810,Air Compressor 800cfm,Shell (SPDC),Bonny Island,4125.0,242.83,497.67,Awaiting Repair,Normal
2024-07-15,NSP-9720,Offshore Trash Skip,TotalEnergies,Escravos,2492.0,125.91,90.8,Standby,Normal
2024-06-15,NSP-2545,Towing Winch,TotalEnergies,Escravos,1419.0,120.01,134.4,Awaiting Repair,Normal
2025-01-14,NSP-6027,VideoRay Pro 5 ROV,Chevron,Bonny Island,1178.0,204.92,466.6,In Maintenance,Normal
2024-12-25,NSP-3241,Towing Winch,TotalEnergies,Offshore Rig Alpha,1778.0,247.93,195.3,In Maintenance,Normal
2024-06-15,NSP-7523,120kva Generator,ExxonMobil,Milaha Barge,880500.0,146.63626666666667,476.8,In Maintenance,Normal
2024-04-17,NSP-4250,VideoRay Pro 4 ROV,Chevron,Bonny Island,1225500.0,151.22969924812028,271.4,Standby,Normal
2024-06-26,NSP-6495,VideoRay Pro 5 ROV,Chevron,Bonny Island,2761.0,150.71500000000003,267.12,In Maintenance,Normal
2024-06-15,NSP-4127,120kva Generator,ExxonMobil,Onne FOT,3739500.0,138.78,186.5,Awaiting Repair,Normal
2024-10-28,NSP-3581,120kva Generator,TotalEnergies,Escravos,2267.0,201.06,400.68,Standby,Normal
2024-06-15,NSP-1639,Sub Sea ROV M8,Indigenous Oil Co,Escravos,6183000.0,207.02,228.6,Standby,Normal
2024-06-15,NSP-6185,Air Compressor 800cfm,Shell (SPDC),Bonny Island,2429.0,155.55086956521737,154.8,Deployed,Normal
2024-06-15,NSP-4932,Air Compressor 800cfm,Indigenous Oil Co,Onne FOT,2873.0,182.47,101.3,Awaiting Repair,Normal
2024-06-15,NSP-3735,VideoRay Pro 4 ROV,ExxonMobil,Milaha Barge,2845500.0,179.09,295.74,Standby,Normal
2024-11-05,NSP-4933,Pipe Tracker,Chevron,Forcados Terminal,2897.0,143.35,384.0,Standby,Normal
2024-01-07,NSP-2928,VideoRay Pro 4 ROV,Indigenous Oil Co,Offshore Rig Alpha,3000.0,192.46,368.88,Deployed,Normal
2024-06-15,NSP-5042,Pipe Tracker,Chevron,Escravos,0.0,204.0,488.5,Deployed,Normal
2024-06-15,NSP-9772,Air Compressor 800cfm,Shell (SPDC),Milaha Barge,1642500.0,197.14,365.7,In Maintenance,Normal
2024-06-15,NSP-5366,Cargo Basket,TotalEnergies,Onne FOT,1001.0,201.95,364.8,Awaiting Repair,Normal
2024-06-15,NSP-6336,Rhino Boat,TotalEnergies,Onne FOT,4941000.0,176.53,160.1,Deployed,Normal
2024-06-15,NSP-5597,Pipe Tracker,ExxonMobil,Bonny Island,1971.0,231.24,312.1,Deployed,Normal
2024-06-15,NSP-4320,Air Compressor 800cfm,TotalEnergies,Forcados Terminal,1347.0,215.15,499.2,In Maintenance,Normal
2024-06-15,NSP-7985,Rhino Boat,Chevron,Bonny Island,3960.0,199.21,391.7,Deployed,Normal
2024-03-07,NSP-5631,Cargo Basket,ExxonMobil,Onne FOT,3151500.0,95.12,352.8,Deployed,Normal
2025-01-19,NSP-6577,Offshore Trash Skip,TotalEnergies,Bonny Island,7050000.0,123.31,461.1,Awaiting Repair,Normal
2024-06-15,NSP-3441,VideoRay Pro 4 ROV,TotalEnergies,Milaha Barge,1794.0,117.31,189.3,In Maintenance,Normal
2024-06-15,NSP-2823,Air Compressor 800cfm,ExxonMobil,Forcados Terminal,4854.0,174.44,295.6,Deployed,Normal
2024-06-15,NSP-2132,120kva Generator,ExxonMobil,Forcados Terminal,2252.0,86.71,240.6,Deployed,Normal
2024-06-15,NSP-2620,Offshore Trash Skip,Shell (SPDC),Bonny Island,1987.0,209.01,170.13,Standby,Normal
2024-02-18,NSP-2537,VideoRay Pro 5 ROV,TotalEnergies,Onne FOT,737.0,207.21,109.3,Standby,Normal
2024-06-15,NSP-8281,Offshore Trash Skip,Shell (SPDC),Offshore Rig Alpha,769.0,168.51,79.5,Awaiting Repair,Normal
2024-11-30,NSP-9511,Offshore Trash Skip,Indigenous Oil Co,Milaha Barge,4516.0,179.22,232.3,In Maintenance,Normal
2024-01-20,NSP-8456,Towing Winch,TotalEnergies,Offshore Rig Alpha,960.0,222.61,489.8,In Maintenance,Normal
2024-05-10,NSP-1470,Towing Winch,Shell (SPDC),Milaha Barge,4981.0,150.71,124.9,Deployed,Normal
2024-06-15,NSP-2790,VideoRay Pro 5 ROV,TotalEnergies,Forcados Terminal,0.0,158.36,388.8,Standby,Normal
2024-06-15,NSP-8129,Sub Sea ROV M8,Chevron,Forcados Terminal,2735.0,151.92,321.9,Awaiting Repair,Normal
2024-06-15,NSP-5376,120kva Generator,TotalEnergies,Forcados Terminal,2513.0,153.39,481.9,Standby,Normal
2024-06-15,NSP-8968,Air Compressor 800cfm,TotalEnergies,Forcados Terminal,2573.0,49.0,387.7,Standby,Normal
2024-06-15,NSP-2770,Air Compressor 800cfm,Chevron,Milaha Barge,2653.0,72.75,351.2,Deployed,Normal
2024-05-23,NSP-5753,Air Compressor 800cfm,TotalEnergies,Onne FOT,2211.0,123.03,410.4,Awaiting Repair,Normal
2024-06-15,NSP-7376,Cargo Basket,Chevron,Forcados Terminal,2061.0,96.25,94.6,Standby,Normal
2024-06-15,NSP-9895,VideoRay Pro 5 ROV,Shell (SPDC),Escravos,725.0,156.23,87.9,Standby,Normal
2024-06-15,NSP-2196,Sub Sea ROV M8,TotalEnergies,Offshore Rig Alpha,620.0,201.63,85.4,Awaiting Repair,Normal
